"taxon","genus","species","family","prediction","predicted_threat","prediction_binomial","accuracy_binomial","category","observed_threat","threat_binomial","confidence","mean_alt","total_flor_regions","mean_eoo","mean_aoo","pa_binomial","protected","II","IV","VI","trop_subtrop_moist_broad","trop_subtrop_grass_sav_shrub","desert_xeric","flooded_grass","montane_grass","hfp_delta_class1","hfp_delta_class2","hfp_delta_class3","hfp_delta_class4","hfp_delta_class5","hfp_2009_class1","hfp_2009_class2","hfp_2009_class3","hfp_2009_class4","hfp_2009_class5","hfp_2009_class6","hfp_2009_class7","hfp_2009_class8","hfp_2009_class9","hfp_2009_class10","hfp_quant_1to3","hfp_quant_1to4","sqrt_eoo","sqrt_aoo","sqrt_desert","new_pred","threatened",".lower",".upper"
"Phyllopentas tenuis","Phyllopentas","tenuis","Rubiaceae","correct","T",0,1,"VU","T",1,"confident",1650,4,30432,32,1,"present","absent","absent","absent",0.226370413868434,0.584144679361637,0.00725811364365841,0,0.18222679312627,0.0247699035047191,0.0729804428152871,0.581121609570804,0.265585979084733,0.0555420650244568,0.000169169120498536,0.00143516989935327,0.0851667262156997,0.17472791498852,0.196516392743863,0.205657093819745,0.165728032502668,0.125474260983891,0.0378683141946349,0.00725692553112809,0.0867710652355515,0.261498980224071,174.447699898852,5.65685424949238,0.0851945634630427,"threatened",0.70250642,0.641357811,0.770822597
"Pimpinella ahmarensis","Pimpinella","ahmarensis","Apiaceae","correct","T",0,1,"EN","T",1,"confident",2290.5,1,188,12,0,"absent","absent","absent","absent",0.118248010673716,0.838664406451292,0,0,0.0430875828749917,0.00330244974500587,0.00977730126242329,0.739146974881118,0.218924185052494,0.0288490890589585,0,0,0.00655201560116691,0.259265668820623,0.258162184675537,0.213796194394284,0.164093624074276,0.0759301897429473,0.0186111915422386,0.00358893114892725,0.00655201560116691,0.26581768442179,13.7113092008021,3.46410161513775,0,"threatened",0.658955604,0.591877613,0.737807454
"Pimpinella heywoodii","Pimpinella","heywoodii","Apiaceae","over","T",2,0,"LC","NT",0,"confident",1900,4,53534,60,1,"present","absent","absent","absent",0.289974590399017,0.409410291961266,0.00828495040805729,0,0.29233016723166,0.0325699550478664,0.0978840511267636,0.437777083446161,0.292244244095482,0.139524666283727,0.000193106142200147,0.00163824297158465,0.0438526252436024,0.107312481612591,0.128170020473604,0.176333205657919,0.167857173534755,0.215934577858478,0.124355627351304,0.0343529391539616,0.0456839743573872,0.152996455969978,231.374155860157,7.74596669241483,0.0910217029507649,"over",0.658955604,0.591877613,0.737807454
"Pimpinella pimpinelloides","Pimpinella","pimpinelloides","Apiaceae","under","NT",1,0,"EN","T",1,"confident",3850,1,12,8,1,"present","present","absent","absent",0.208939151719323,0.386744309915332,0,0,0.404316538365345,0.0486378356058628,0.0708329579516687,0.282465695304634,0.321789201102817,0.276274310035017,0,0,0.034972435774538,0.0474542542759659,0.0774137437585838,0.240801248407468,0.182840677927456,0.332216996157976,0.0758567311721663,0.00844391252584521,0.034972435774538,0.0824266900505039,3.46410161513775,2.82842712474619,0,"under",0.298913902,0.222957055,0.363047779
"Pimpinella schimperi","Pimpinella","schimperi","Apiaceae","correct","T",0,1,"VU","T",1,"confident",2075,2,107,12,1,"present","present","absent","absent",0.235760057596889,0.529265341060899,0.0146057719881056,0,0.220368829354107,0.0203284638669518,0.0647427049902648,0.507951628790221,0.274004412685519,0.132972789667043,0.000340474941686012,0.00288847283014848,0.0702013443085068,0.149209185614022,0.170504471047469,0.177153862517111,0.157575509243191,0.170233711200386,0.0818136695738812,0.0200792987235979,0.0734302920803413,0.222639477694364,10.3440804327886,3.46410161513775,0.120854342032488,"threatened",0.658955604,0.591877613,0.737807454
"Plantago annua","Plantago","annua","Plantaginaceae","over","T",2,0,"NT","NT",0,"confident",1550,3,24486,20,1,"present","present","absent","absent",0.129477789625869,0.766415753136893,0.00567695567168198,0,0.0984295015655558,0.0103177597914149,0.0295686731368766,0.711239527850758,0.22068665021501,0.0281873890059401,0.000132297092942845,0.00112236089543988,0.0578892984786375,0.230438475631884,0.243997091794452,0.20634881873627,0.159030323637659,0.0765804751293447,0.0185912563309689,0.00586960227240136,0.0591439564670202,0.289582432098904,156.480030674844,4.47213595499958,0.0753455749973546,"over",0.655570725,0.58791079,0.734769326
"Plicosepalus ogadenensis","Plicosepalus","ogadenensis","Loranthaceae","correct","T",0,1,"EN","T",1,"confident",535,1,24,12,0,"absent","absent","absent","absent",0.118248010673716,0.838664406451292,0,0,0.0430875828749917,0.00330244974500587,0.00977730126242329,0.739146974881118,0.218924185052494,0.0288490890589585,0,0,0.00655201560116691,0.259265668820623,0.258162184675537,0.213796194394284,0.164093624074276,0.0759301897429473,0.0186111915422386,0.00358893114892725,0.00655201560116691,0.26581768442179,4.89897948556636,3.46410161513775,0,"threatened",0.794597354,0.709562194,0.871500031
"Plicosepalus robustus","Plicosepalus","robustus","Loranthaceae","correct","T",0,1,"CR","T",1,"confident",1600,1,4,4,0,"absent","absent","absent","absent",0.174789642146572,0.675266596759369,0.0222009442662629,0,0.127742816827796,0.0275298038805096,0.0767566483465079,0.658514077148126,0.207759215964408,0.0294402546604485,0.000517375959393034,0.00438923132887204,0.0711583126304248,0.169432091676419,0.209293139617468,0.210743404112641,0.181507802756587,0.108523285355742,0.0283949921619297,0.0160403644005235,0.0760649199186899,0.245497011595109,2,2,0.148999812973919,"threatened",0.794597354,0.709562194,0.871500031
"Poa hedbergii","Poa","hedbergii","Poaceae","over","T",2,0,"LC","NT",0,"confident",4000,2,103,12,1,"present","present","absent","absent",0.1322579189178,0.614317890159572,0,0,0.253424190922628,0.00905762645471215,0.0328707537739947,0.643961036343992,0.247724119403266,0.0663864640240347,0,0,0.114406572258226,0.197723741993452,0.216520220874528,0.180237020597458,0.137165847101696,0.0972306186106546,0.0496903592201863,0.00702561934379801,0.114406572258226,0.312130314251679,10.1488915650922,3.46410161513775,0,"over",0.583374015,0.505698003,0.672358398
"Poa pumilio","Poa","pumilio","Poaceae","under","NT",1,0,"CR","T",1,"confident",4200,1,18,18,1,"present","present","absent","absent",0.208939151719323,0.386744309915332,0,0,0.404316538365345,0.0486378356058628,0.0708329579516687,0.282465695304634,0.321789201102817,0.276274310035017,0,0,0.034972435774538,0.0474542542759659,0.0774137437585838,0.240801248407468,0.182840677927456,0.332216996157976,0.0758567311721663,0.00844391252584521,0.034972435774538,0.0824266900505039,4.24264068711928,4.24264068711928,0,"under",0.278641863,0.207038709,0.342741962
"Polygala gondarensis","Polygala","gondarensis","Polygalaceae","over","T",2,0,"LC","NT",0,"low_confidence",1850,3,49475,20,1,"present","absent","absent","absent",0.288446186222173,0.511811592060049,0.0110050640389883,0,0.188737157678789,0.0342633467997872,0.100449775393136,0.513585664797003,0.280771815116622,0.070929397893451,0.000256520563663584,0.00217622808731394,0.0582507450078121,0.142431073748538,0.167921177814334,0.214381080830275,0.185023711289618,0.165955746698441,0.0527014070370253,0.0109023089229795,0.0606834936587896,0.203114567407328,222.429764195352,4.47213595499958,0.104905023897754,"over",0.492512258,0.405472442,0.566289478
"Polygala mooneyi","Polygala","mooneyi","Polygalaceae","correct","T",0,1,"EN","T",1,"confident",1900,1,12,12,1,"present","absent","absent","absent",0.174789642146572,0.675266596759369,0.0222009442662629,0,0.127742816827796,0.0275298038805096,0.0767566483465079,0.658514077148126,0.207759215964408,0.0294402546604485,0.000517375959393034,0.00438923132887204,0.0711583126304248,0.169432091676419,0.209293139617468,0.210743404112641,0.181507802756587,0.108523285355742,0.0283949921619297,0.0160403644005235,0.0760649199186899,0.245497011595109,3.46410161513775,3.46410161513775,0.148999812973919,"threatened",0.678812504,0.6054962,0.758309307
"Polyscias farinosa","Polyscias","farinosa","Araliaceae","correct","NT",0,1,"NT","NT",0,"low_confidence",1900,5,160060,56,1,"present","present","absent","absent",0.344614795801057,0.282747783958441,0.00710490806147435,0,0.365532512179028,0.0301232611895418,0.101698405866163,0.303584114035603,0.354101310799918,0.210492908108774,0.000145104987676789,0.000213734294903618,0.0421001991550387,0.0764369262009078,0.0873942353156909,0.159821836501176,0.157710753015601,0.27569370091813,0.164387232792913,0.0360962768179617,0.0424590384376191,0.118895964638527,400.074992970068,7.48331477354788,0.0842906166869976,"not_threatened",0.367382936,0.284274148,0.433095827
"Polysphaeria aethiopica","Polysphaeria","aethiopica","Rubiaceae","correct","T",0,1,"EN","T",1,"confident",1075,2,246,12,1,"present","present","absent","absent",0.139760523597119,0.70026007144642,0.0108751546021508,0,0.149104250354311,0.0167480278460154,0.047709542960037,0.685659423202834,0.222302134542417,0.0275808714486969,0.000253437127640894,0.00215006932646382,0.104897135844853,0.204042376477689,0.231026588777752,0.199529505283849,0.154394028334909,0.0771759197647446,0.0185730023230295,0.00795793673906912,0.107300642298957,0.311343018776646,15.6843871413581,3.46410161513775,0.104284009331013,"threatened",0.713894286,0.647600025,0.776068865
"Polystachya aethiopica","Polystachya","aethiopica","Orchidaceae","correct","T",0,1,"VU","T",1,"confident",1775,4,47873,36,1,"present","present","absent","absent",0.347994429403595,0.230564377107868,0,0,0.421441193488537,0.0340974867097172,0.109054664878054,0.306393568865509,0.338363005073718,0.212091274473002,0,0,0.0245463753377878,0.0625596122740232,0.075426410323547,0.153830784816971,0.162096793320203,0.287409392366654,0.189324724464321,0.0448059070964933,0.0245463753377878,0.087105987611811,218.798994513229,6,0,"threatened",0.751279742,0.693799594,0.811657992
"Polystachya caduca","Polystachya","caduca","Orchidaceae","over","T",2,0,"NT","NT",0,"confident",2500,8,194699,56,1,"present","absent","absent","present",0.213165442937715,0.563682902383227,0.00351351091274372,0,0.219638143766314,0.0171072579169586,0.0543092695743337,0.549783024348056,0.270694684102866,0.108105764057786,8.18910884075657e-05,0.000694735955383994,0.0487885692008132,0.170400621886716,0.181450179521522,0.182940576114327,0.156038802031497,0.15703884996327,0.0832553929079233,0.0193103813301393,0.0495651962446048,0.219965818131321,441.247096307726,7.48331477354788,0.0592748758981723,"over",0.505818237,0.443111669,0.57968293
"Pseudognaphalium petitianum","Pseudognaphalium","petitianum","Asteraceae","under","NT",1,0,"EN","T",1,"low_confidence",2837.5,1,12492,16,0,"absent","absent","absent","absent",0.367903253188369,0.250140453762004,0.00755151269216798,0,0.374404780357459,0.0204053008155542,0.0912908459507024,0.44586390515443,0.377000656148071,0.0654392919312427,0,0,0,0.00602431651059716,0.0822260867760937,0.22437289262375,0.362922774034548,0.291823914309031,0.0293960672557365,0.00323394849024313,0,0.00602431651059716,111.767616061183,4,0.0868994401142377,"under",0.417858786,0.325952426,0.495535375
"Pseudolithos gigas","Pseudolithos","gigas","Apocynaceae","correct","T",0,1,"EN","T",1,"confident",450,2,8,8,0,"absent","absent","absent","absent",0.113910520459018,0.797730814709625,0,0,0.0883586648313577,0.00441796947505427,0.0133940016249184,0.729312285616829,0.22511780034525,0.0277579429379479,0,0,0.0533306167346057,0.251397733465648,0.255919927313748,0.204839021859223,0.151307996075177,0.0656062532190805,0.0152231001857821,0.0023753511467354,0.0533306167346057,0.304728350200254,2.82842712474619,2.82842712474619,0,"threatened",0.718454827,0.648983517,0.783091366
"Ranunculus distrias","Ranunculus","distrias","Ranunculaceae","correct","NT",0,1,"NT","NT",0,"low_confidence",2750,5,92978,52,1,"present","present","absent","absent",0.291655977857647,0.226800060040468,0.00102519225766028,0,0.480518769844225,0.0270684450212472,0.0750000418453348,0.271304793448414,0.346990902484618,0.279635817200386,0,3.92197700048988e-09,0.0246199277012785,0.0382250681390418,0.0588828282917501,0.149749088245017,0.172229460792242,0.328704415042487,0.185042475843565,0.0425467320226418,0.0246199316232555,0.0628449997622973,304.922941085121,7.21110255092798,0.0320186236065869,"not_threatened",0.356824128,0.232057329,0.495710959
"Ranunculus simensis","Ranunculus","simensis","Ranunculaceae","correct","NT",0,1,"NT","NT",0,"low_confidence",2775,7,138741,92,1,"present","present","absent","absent",0.245417349576388,0.379505679650541,0.000638556973962574,0,0.374438413799108,0.0287654394698466,0.0738493891248822,0.413016382510381,0.322552308374617,0.161816480520273,0,0,0.0481866202354226,0.086245757666594,0.116026985710093,0.191272453940215,0.185368304632245,0.241121829441965,0.108188746735453,0.023589301638012,0.0481866202354226,0.134432377902017,372.479529638878,9.59166304662544,0.0252696848805555,"not_threatened",0.345156337,0.232057329,0.450407648
"Ranunculus tembensis","Ranunculus","tembensis","Ranunculaceae","under","NT",1,0,"EN","T",1,"low_confidence",3275,3,25737,20,1,"present","present","absent","absent",0.180460797040679,0.541718311115015,0.00120525993433433,0,0.276615631909972,0.0220128504198364,0.0474243358601374,0.533367493703543,0.285815950311564,0.11137936970492,0,0,0.0829823394531245,0.140262599115392,0.169568240792824,0.210923023025297,0.183047422050681,0.176424569611568,0.033498781168325,0.00329302478278928,0.0829823394531245,0.223244938568516,160.427553743115,4.47213595499958,0.0347168537505104,"under",0.345156337,0.232057329,0.450407648
"Rhinacanthus mucronatus","Rhinacanthus","mucronatus","Acanthaceae","correct","T",0,1,"EN","T",1,"confident",1450,2,2128,24,0,"absent","absent","absent","absent",0.139760523597119,0.70026007144642,0.0108751546021508,0,0.149104250354311,0.0167480278460154,0.047709542960037,0.685659423202834,0.222302134542417,0.0275808714486969,0.000253437127640894,0.00215006932646382,0.104897135844853,0.204042376477689,0.231026588777752,0.199529505283849,0.154394028334909,0.0771759197647446,0.0185730023230295,0.00795793673906912,0.107300642298957,0.311343018776646,46.1302503786832,4.89897948556636,0.104284009331013,"threatened",0.744154414,0.677640306,0.812574441
"Rhipidoglossum candidum","Rhipidoglossum","candidum","Orchidaceae","correct","T",0,1,"EN","T",1,"confident",2050,3,17012,12,1,"present","absent","absent","present",0.349048030939908,0.392245943596344,0,0.00439372026497686,0.254312305198771,0.0426615758063038,0.134648940885137,0.443942395108182,0.293503375724345,0.0852437124760322,0.00457021267671901,0.0217059180526255,0.0710380708310629,0.127945027235903,0.127489411634256,0.227798243302978,0.169426024647834,0.189504475712929,0.0563837420676836,0.00413887383800946,0.0973142015604074,0.22525922879631,130.430057885443,3.46410161513775,0,"threatened",0.751034247,0.693799594,0.811657992
"Rhynchosia erlangeri","Rhynchosia","erlangeri","Fabaceae","correct","T",0,1,"EN","T",1,"low_confidence",2220,1,2522,20,1,"present","absent","absent","absent",0.118248010673716,0.838664406451292,0,0,0.0430875828749917,0.00330244974500587,0.00977730126242329,0.739146974881118,0.218924185052494,0.0288490890589585,0,0,0.00655201560116691,0.259265668820623,0.258162184675537,0.213796194394284,0.164093624074276,0.0759301897429473,0.0186111915422386,0.00358893114892725,0.00655201560116691,0.26581768442179,50.2195181179589,4.47213595499958,0,"threatened",0.454181523,0.344075321,0.564778223
"Rhynchosia malacotricha","Rhynchosia","malacotricha","Fabaceae","correct","T",0,1,"EN","T",1,"low_confidence",1675,2,2601,28,1,"present","present","absent","absent",0.0882993969388604,0.710163323377319,0.172884784097236,0,0.0286524955865838,0.00223324788839629,0.00899020799460155,0.808753074416468,0.160628353776053,0.019395115924481,4.34925668920099e-06,0.000105941385205192,0.0274232012023512,0.20764842128483,0.312460918964908,0.230024817505366,0.143728202110603,0.0631542493086099,0.0130402065202325,0.00240969246120527,0.0275334918442456,0.235181913129076,51,5.29150262212918,0.415794160730086,"threatened",0.482085889,0.390780073,0.57011613
"Rhynchosia stipulosa","Rhynchosia","stipulosa","Fabaceae","under","NT",1,0,"EN","T",1,"confident",1400,4,16,16,0,"absent","absent","absent","absent",0.334106185908633,0.332806120262267,0.0132383589316025,0,0.319849334897497,0.0395766001204439,0.118061796515786,0.369687861288607,0.385233789857521,0.0874399522176425,0.00023846170449057,0.000351239325898156,0.0261830745080943,0.0416215222548501,0.0963664810002429,0.250080054560194,0.263316603868448,0.264308649527841,0.0542843903925196,0.00324952285742149,0.026772775538483,0.0683942977933331,4,4,0.115058067651089,"under",0.279091778,0.183902417,0.369360431
"Rinorea friisii","Rinorea","friisii","Violaceae","correct","T",0,1,"EN","T",1,"confident",1100,1,75,12,1,"present","absent","absent","present",0.405290821935602,0.26451158988048,0,0,0.330197588183918,0.0683656000447415,0.170393761347539,0.458176935792669,0.22869502912019,0.0743686736948602,0,0,0.0715341311838573,0.182237318011495,0.146618436933026,0.19141147253801,0.14398204006216,0.176581179929709,0.078649020932587,0.00898640040915448,0.0715341311838573,0.253771449195353,8.66025403784439,3.46410161513775,0,"threatened",0.663738941,0.579894307,0.737691458
"Roeperocharis alcicornis","Roeperocharis","alcicornis","Orchidaceae","correct","T",0,1,"EN","T",1,"low_confidence",2600,2,2121,12,1,"present","present","absent","absent",0.187983301285677,0.563796044055067,0.0136236119742328,0,0.234597042685023,0.0356931054100899,0.0744657255598575,0.513081458387562,0.251859071612262,0.124900639030229,0.000317487816338344,0.0026934523042823,0.0571779032236667,0.122305968072981,0.158341550030019,0.22235624883656,0.182022758927224,0.194947325076737,0.0467318296292762,0.0131054760829157,0.0601888433442873,0.182494811417268,46.0543157586778,3.46410161513775,0.116720229498715,"threatened",0.507784606,0.429598946,0.585544703
"Roeperocharis urbaniana","Roeperocharis","urbaniana","Orchidaceae","correct","T",0,1,"EN","T",1,"low_confidence",2750,1,8,8,0,"absent","absent","absent","absent",0.208939151719323,0.386744309915332,0,0,0.404316538365345,0.0486378356058628,0.0708329579516687,0.282465695304634,0.321789201102817,0.276274310035017,0,0,0.034972435774538,0.0474542542759659,0.0774137437585838,0.240801248407468,0.182840677927456,0.332216996157976,0.0758567311721663,0.00844391252584521,0.034972435774538,0.0824266900505039,2.82842712474619,2.82842712474619,0,"threatened",0.507784606,0.429598946,0.585544703
"Rubus aethiopicus","Rubus","aethiopicus","Rosaceae","correct","T",0,1,"EN","T",1,"confident",2800,3,20823,16,0,"absent","absent","absent","absent",0.259852956805927,0.40820323420669,0.0106283912325577,0,0.321315417754825,0.0358331590496266,0.100107136345395,0.474351506352583,0.249937558034603,0.139770640217792,0.000247686496781833,0.00210128304509701,0.0486746192188921,0.11844047423264,0.132391200600364,0.159147730844697,0.152942001652872,0.204735342250807,0.138269956236636,0.0430497054212123,0.051023588760771,0.169464062993411,144.301767140947,4,0.103094089222213,"threatened",0.68257027,0.624271893,0.745912312
"Rubus erlangeri","Rubus","erlangeri","Rosaceae","over","T",2,0,"NT","NT",0,"confident",3295,4,24339,44,1,"present","present","absent","absent",0.191661575018455,0.581345146708526,0.00829545652138814,0,0.218697821751631,0.0254003761336151,0.0711591151779375,0.619793892629389,0.229777157938963,0.0538694581200957,0.000193319244658946,0.00164005085610545,0.091414405194626,0.184684498948983,0.202679990307986,0.193416634188832,0.154820619827614,0.114095760913781,0.0463482344124905,0.0107064861049231,0.0932477752953904,0.277932274244373,156.009615088302,6.6332495807108,0.0910793967996503,"over",0.589075139,0.507452599,0.673380385
"Ruellia boranica","Ruellia","boranica","Acanthaceae","correct","T",0,1,"VU","T",1,"confident",1450,1,1149,32,1,"present","absent","absent","absent",0.174789642146572,0.675266596759369,0.0222009442662629,0,0.127742816827796,0.0275298038805096,0.0767566483465079,0.658514077148126,0.207759215964408,0.0294402546604485,0.000517375959393034,0.00438923132887204,0.0711583126304248,0.169432091676419,0.209293139617468,0.210743404112641,0.181507802756587,0.108523285355742,0.0283949921619297,0.0160403644005235,0.0760649199186899,0.245497011595109,33.8969025133566,5.65685424949238,0.148999812973919,"threatened",0.719266309,0.649731689,0.783091366
"Satyrium aethiopicum","Satyrium","aethiopicum","Orchidaceae","over","T",2,0,"LC","NT",0,"confident",2250,8,242175,24,1,"present","present","absent","absent",0.228102076569784,0.526125667134303,0.00431214057929078,0,0.241460115716622,0.0236910555061931,0.0656387195679437,0.515064818438482,0.276667397666763,0.118938008820618,9.07073107730954e-05,0.000769528160276484,0.0266063604895272,0.140949216689916,0.159380933075869,0.196985824902343,0.179617988003039,0.19193129687928,0.0837400296643071,0.0199281148246683,0.0274665959605768,0.168415812650493,492.112791949163,4.89897948556636,0.0656668910432859,"over",0.54982643,0.447822066,0.641893099
"Saxifraga hederifolia","Saxifraga","hederifolia","Saxifragaceae","under","NT",1,0,"VU","T",1,"confident",3950,3,42000,1250,1,"present","present","absent","absent",0.272386214201795,0.284403496126469,0,0,0.443210289671736,0.0284567089031703,0.0638111790291519,0.261560201445407,0.349668199419679,0.296503711202592,0,6.75240688698811e-09,0.0423837193979268,0.0642220049840986,0.0786800242953642,0.175862333760096,0.155287531512605,0.318091666684621,0.144579225578428,0.0208934870344533,0.0423837261503337,0.106605731134432,204.939015319192,35.3553390593274,0,"under",0.279095023,0.190225436,0.362610348
"Scadoxus nutans","Scadoxus","nutans","Amaryllidaceae","correct","T",0,1,"VU","T",1,"confident",1200,2,11681,66,1,"present","absent","absent","present",0.315964168555193,0.377292842164183,0,0.00745925299761522,0.299283736283009,0.0577550686979188,0.165780676256771,0.538516115337389,0.189960038289284,0.0479881014186378,0.0077565089225173,0.0368390179967483,0.101885654918238,0.169778771053208,0.137427120103631,0.221288295206088,0.133729134860153,0.143453014265675,0.0433165101184556,0.00452597255528515,0.146481181837504,0.316259952890712,108.078675047393,8.12403840463596,0,"threatened",0.684383829,0.619002267,0.752429191
"Scleria pseudohispidior","Scleria","pseudohispidior","Cyperaceae","correct","T",0,1,"VU","T",1,"confident",1617.5,1,4,4,0,"absent","absent","absent","absent",0.396465967488354,0.413677698047126,0,0,0.18985633446452,0.0210231654417654,0.0900177034261218,0.308359135307697,0.441945703952982,0.138654291871434,0,0,0.0267923356684043,0.0679414708934618,0.113235419625772,0.237135682455543,0.220627283301116,0.255557647374294,0.075126515650881,0.00358364503052869,0.0267923356684043,0.0947338065618661,2,2,0,"threatened",0.58288104,0.471390985,0.682485611
"Seddera ogadenensis","Seddera","ogadenensis","Convolvulaceae","correct","T",0,1,"CR","T",1,"confident",1225,1,4,4,0,"absent","absent","absent","absent",0.118248010673716,0.838664406451292,0,0,0.0430875828749917,0.00330244974500587,0.00977730126242329,0.739146974881118,0.218924185052494,0.0288490890589585,0,0,0.00655201560116691,0.259265668820623,0.258162184675537,0.213796194394284,0.164093624074276,0.0759301897429473,0.0186111915422386,0.00358893114892725,0.00655201560116691,0.26581768442179,2,2,0,"threatened",0.667695832,0.586837864,0.758302345
"Seddera rhodantha","Seddera","rhodantha","Convolvulaceae","correct","T",0,1,"CR","T",1,"confident",850,1,4,4,0,"absent","absent","absent","absent",0.174789642146572,0.675266596759369,0.0222009442662629,0,0.127742816827796,0.0275298038805096,0.0767566483465079,0.658514077148126,0.207759215964408,0.0294402546604485,0.000517375959393034,0.00438923132887204,0.0711583126304248,0.169432091676419,0.209293139617468,0.210743404112641,0.181507802756587,0.108523285355742,0.0283949921619297,0.0160403644005235,0.0760649199186899,0.245497011595109,2,2,0.148999812973919,"threatened",0.667695832,0.586837864,0.758302345
"Seddera simmonsii","Seddera","simmonsii","Convolvulaceae","correct","T",0,1,"EN","T",1,"confident",775,1,430,8,0,"absent","absent","absent","absent",0.118248010673716,0.838664406451292,0,0,0.0430875828749917,0.00330244974500587,0.00977730126242329,0.739146974881118,0.218924185052494,0.0288490890589585,0,0,0.00655201560116691,0.259265668820623,0.258162184675537,0.213796194394284,0.164093624074276,0.0759301897429473,0.0186111915422386,0.00358893114892725,0.00655201560116691,0.26581768442179,20.7364413533277,2.82842712474619,0,"threatened",0.596680223,0.519100905,0.665234946
"Sedum baleensis","Sedum","baleensis","Crassulaceae","correct","T",0,1,"EN","T",1,"confident",3050,1,1213,32,1,"present","present","absent","absent",0.106125157666787,0.72425909573767,0,0,0.169615746595543,0.00641992699589689,0.0198846806297776,0.711662548362125,0.236233116715316,0.0257997272968848,0,0,0.137293545227608,0.237275573384101,0.251895298744933,0.188761789559877,0.128359067646039,0.0470758157302159,0.00914181375572341,0.000197095951503971,0.137293545227608,0.374569118611709,34.828149534536,5.65685424949238,0,"threatened",0.596263504,0.501274254,0.685981508
"Sedum epidendrum","Sedum","epidendrum","Crassulaceae","under","NT",1,0,"VU","T",1,"confident",2750,5,119988,60,1,"present","present","absent","absent",0.301574268088474,0.230346273045118,0,0,0.468079458866408,0.0351282771036197,0.0894958508077679,0.281143115965637,0.322482372404324,0.271750383718651,0,3.74699560323828e-09,0.0359929620175002,0.0675098965093268,0.071150650660032,0.147331885464596,0.142566598266049,0.306967217229104,0.186685118799278,0.0417956673071177,0.0359929657644958,0.103502862273823,346.392840572665,7.74596669241483,0,"under",0.287644743,0.210248686,0.372717685
"Sedum glomerifolium","Sedum","glomerifolium","Crassulaceae","correct","T",0,1,"EN","T",1,"confident",3250,1,25,20,1,"present","present","absent","absent",0.106125157666787,0.72425909573767,0,0,0.169615746595543,0.00641992699589689,0.0198846806297776,0.711662548362125,0.236233116715316,0.0257997272968848,0,0,0.137293545227608,0.237275573384101,0.251895298744933,0.188761789559877,0.128359067646039,0.0470758157302159,0.00914181375572341,0.000197095951503971,0.137293545227608,0.374569118611709,5,4.47213595499958,0,"threatened",0.635092437,0.548704549,0.74695689
"Sedum mooneyi","Sedum","mooneyi","Crassulaceae","correct","T",0,1,"VU","T",1,"confident",3750,3,10954,72,1,"present","present","absent","absent",0.188501680437826,0.435303424728225,0,0,0.376194894833949,0.0154218290525072,0.0526965232537305,0.492711369449017,0.275227804182424,0.163942474062321,0,0,0.0747803091434141,0.12936310812018,0.143987068804481,0.138751754426352,0.129689647042018,0.191066149616615,0.151134668415147,0.0412272944317924,0.0747803091434141,0.204143417263594,104.661358676448,8.48528137423857,0,"threatened",0.635092437,0.548704549,0.74695689
"Senecio balensis","Senecio","balensis","Asteraceae","correct","T",0,1,"EN","T",1,"confident",4000,4,3693,24,1,"present","present","absent","absent",0.200221582791787,0.47532022600354,0,0,0.324458191204673,0.0188864782040998,0.0447345858472041,0.457032630963997,0.30040511212241,0.178941192862289,0,3.82102647697234e-09,0.0835863318606413,0.139348674448972,0.153876894201919,0.181462294287387,0.143597244956802,0.200437240701731,0.0857826242413007,0.0119086914802204,0.0835863356816678,0.22293501013064,60.770058416954,4.89897948556636,0,"threatened",0.743431883,0.68211799,0.801111775
"Senecio farinaceus","Senecio","farinaceus","Asteraceae","under","NT",1,0,"VU","T",1,"low_confidence",3950,4,87844,56,1,"present","present","absent","absent",0.201954687650198,0.461732445640637,0,0,0.336312866709166,0.02792376503063,0.0547823776655909,0.456719162261717,0.304011344031872,0.15656335101019,0,3.67577715448975e-09,0.0804089505614719,0.135809839654573,0.152088126071634,0.199013154198564,0.157921352491693,0.198571462594834,0.0676759295787878,0.00851118117266515,0.0804089542372491,0.216218793891822,296.384884904747,7.48331477354788,0,"under",0.417839702,0.325952426,0.495535375
"Senecio fresenii","Senecio","fresenii","Asteraceae","over","T",2,0,"LC","NT",0,"low_confidence",2910,6,117194,36,1,"present","present","absent","present",0.217194782389357,0.373120834172006,0.000757867679015894,0,0.408926515759621,0.0302083675326649,0.0708360994442136,0.432521359784286,0.300300954267239,0.166133218971596,0,0,0.0521810401160483,0.0896632595119228,0.116548185053327,0.182709559901976,0.178785277051944,0.23842659006804,0.114361630560025,0.0273244577367158,0.0521810401160483,0.141844299627971,342.336092166748,6,0.0275293966337058,"over",0.486202747,0.416941297,0.547852297
"Senecio leptopterus","Senecio","leptopterus","Asteraceae","correct","T",0,1,"EN","T",1,"confident",2615,2,8,8,0,"absent","absent","absent","absent",0.222538235071456,0.445069931327282,0.0133552977432822,0,0.31903653585798,0.0274879572527223,0.0820772544390757,0.478500597265282,0.25538667851388,0.156547512529039,0.000311234959190769,0.00264040531593885,0.042809596879496,0.102072237040201,0.128740945116047,0.150869882827916,0.155240842282987,0.211958803154666,0.153566788382041,0.0517892640415175,0.0457612371546256,0.147833474194827,2.82842712474619,2.82842712474619,0.115565123386263,"threatened",0.741528696,0.684678701,0.792313375
